"","0.125","0.25","0.5","1","2"
"MSTRG.2099.6",-0.644782924753599,-1.22467500390729,-1.19249274348846,-0.941048472434992,-0.579952947444116
"MSTRG.2103.9",-0.886126495351789,-1.05014174301331,0.0662650607952734,0.248277039881423,-0.260589177273533
"MSTRG.212.A",-1.04705396231678,-1.7380684995618,-1.09201164802178,-0.468110358354691,2.26800214805073
"MSTRG.2141.B",0.315817242837014,-0.5919406961761,-0.960274528217474,0.117108737519315,1.97491908174288
"MSTRG.2150.12",-0.207301940917926,0.447653722328309,1.00378980099851,1.24373098970094,1.94163725893185
"MSTRG.2155.A",-1.68225563906611,-1.71783205150855,-1.35139648089499,-0.703783607179884,-0.030788113209834
"MSTRG.2158.A",-1.22929482413975,-1.46799104706926,-0.104573039196847,1.95301139306712,3.39432775715979
"MSTRG.2174.12",0.0875185386882027,1.05914973507807,0.779187318026708,-0.492871390456864,0.46335004297048
"MSTRG.2188.7",-0.1037547050861,-0.619340005723641,-1.23960964319105,-1.27090627531777,-1.41685096639203
"MSTRG.2238.A",-0.138528243965741,0.141991406273398,-0.883850875146853,-1.82441785537087,-1.71231197521843
"MSTRG.2249.1",-1.04670213442709,-1.09749813282253,-0.174712412029064,0.338605224990989,1.32416835640273
"MSTRG.2346.A",1.02674055786553,0.954919044753536,1.02715175295108,0.792621597910965,0.740671061481801
"MSTRG.2389.2",-0.656056708620169,-1.14518619195539,0.150570190702293,0.544018686990943,1.94116941183973
"MSTRG.242.A",-0.529416227010447,-0.519899362346114,0.476873671595062,0.837053725645484,1.07145915491504
"MSTRG.2420.A",-1.44854294574965,-1.10375858571793,-0.741888067922614,-1.11578335795799,-0.146576192913838
"MSTRG.248.1",-0.75867479585778,-1.00745373116249,-0.47747479769952,-0.0307581025534258,0.093375013280654
"MSTRG.2493.3",-1.02390825969186,-1.22665357812082,0.174482243710701,1.25048648325391,2.26754302325398
"MSTRG.2499.A",-1.18844747464648,-0.73934385412412,0.166738734292759,1.98352307352503,2.65397502246172
"MSTRG.2506.A",-0.782817306620971,-0.438011898638031,-0.878902754263364,-1.49834026930998,-1.48863141810889
"MSTRG.2512.A",-0.1937556173618,-0.75039001244615,-0.574969946067944,-1.49152558983992,-1.06091720766912
"MSTRG.2538.B",0.182359817803557,0.072700004057617,1.25815792149362,2.27306968788894,3.0406492092131
"MSTRG.2544.A",-0.551854257162916,0.706165885410043,0.818334791345434,1.84744216161677,2.85565633693604
"MSTRG.2569.A",0.457075150823411,0.83509613421917,2.68699682575877,3.27390398815397,3.10285055399946
"MSTRG.2574.9",0.222526449848666,-0.0813672235932237,0.234769022895168,0.997214611637398,1.83249619719726
"MSTRG.2581.9",-1.46233733176042,-1.35429177081213,-1.4474908808915,-3.24416565256873,-2.9784845055072
"MSTRG.2583.A",0.0663384327467474,-0.901159561069067,-1.00973176047734,-1.57477145688389,-0.980170742675756
"MSTRG.2603.10",-0.934020619599069,-0.732687967903096,-2.10856956357471,-0.378956831153629,0.366763046235669
"MSTRG.2616.8",-0.139764201668831,-0.224707355682287,-0.612031415585931,-1.07489379274072,-0.938711357532182
"MSTRG.2624.B",-1.007411339028,-1.45476801518491,0.223228668038951,0.989913197049336,1.82782112231548
"MSTRG.2633.12",-0.684262848442237,-1.15607608628595,-0.542588682722081,0.0379517769652602,0.110029251618475
"MSTRG.265.A",-0.548278018058434,-0.415329009062699,0.332624010324904,1.01387968188059,0.674894457916307
"MSTRG.265.B",0.10553076433524,0.285776662415516,1.339190855399,2.01646615356407,3.32796417417481
"MSTRG.2652.A",-1.52070353430637,-1.40944306185485,-0.823490769362069,-0.207932751339452,0.883549008204807
"MSTRG.2659.2",-0.60578212991674,0.271408918717296,0.0276648766932678,0.796029444723751,2.96825757356841
"MSTRG.2665.A",0.0481371070428349,-0.0154815237645216,-0.150362136223899,-0.731377374452762,-1.05068834922358
"MSTRG.2673.96",-0.946791694578735,-0.69444129745105,-1.33140596777469,-1.74891727826265,-1.59517018774888
"MSTRG.268.A",0.598036228878786,0.908988351805775,1.56867264057264,2.20164692592196,3.04852622823818
"MSTRG.2697.3",-0.786923843866934,-1.12814418053436,-0.565394602248909,-0.304907053384139,0.12678890814353
"MSTRG.2729.9",0.499863919118824,0.805207163132427,0.622859639555564,0.815512792581665,1.73234184924453
"MSTRG.2731.A",0.139783099188113,-0.246053219812179,0.467388511889665,0.881296221393371,1.23727862108854
"MSTRG.2757.A",-0.588749881894168,0.767031670343525,0.938845559332269,1.98121767651857,3.5493729111753
"MSTRG.2858.13",-0.162478574226947,-0.658750852617749,0.666910277747396,1.52621358670223,1.62278336594799
"MSTRG.2894.7",-1.85991662235444,-2.91589657313977,-2.51197904340669,-1.18749420160808,1.5550357170339
"MSTRG.2951.A",-0.0997672790868046,0.0194970032244598,-0.37456628778654,-1.52954017955708,-1.31281472992082
"MSTRG.2961.A",-1.33070301220982,-1.35312471011464,-0.587283021975248,-0.706704045622414,-0.964640000870764
"MSTRG.299.A",-1.10468825793255,-0.149016050901089,0.249271568855059,1.16442092834384,2.0115868108987
"MSTRG.3039.A",0.100681442479506,0.197859384808726,-0.570061373150955,-1.72621223627835,-1.59510963639537
"MSTRG.3060.2",-0.732299039671733,-0.0909495218806242,-1.1139783939979,-1.70899558709246,-1.45490512716871
"MSTRG.3066.A",-1.09588833606433,-1.2812730199439,-0.704975351342112,-0.804669999239686,-0.580148175626254
"MSTRG.3071.1",0.239883464641784,0.508555087275305,0.752496897525882,0.940548235502018,1.04552570761122
"MSTRG.3085.15",0.403581325703555,0.189368229902425,-0.0987297526494155,-0.94641666876231,-2.22744685604098
"MSTRG.3106.A",-0.833648977253886,-1.34379574272545,-1.59536767836098,-2.13017585004752,-1.79122130548119
"MSTRG.3109.23",-0.537437348718262,-0.638426061420648,-0.202415644340581,-0.10350508591714,1.09792160925822
"MSTRG.3121.A",-0.475820128072265,-0.474860855165221,-0.510023693760336,-1.3326339236149,-1.09608067410072
"MSTRG.3160.B",0.282960589107084,0.604161718665772,1.55519019284881,2.4558293604116,2.36539617077236
"MSTRG.3211.3",0.965551128074396,0.913250819553247,0.505385474051799,1.72806749021368,2.61053167783903
"MSTRG.3230.1",0.286863252988245,-0.0828294250073539,0.629601193969801,0.978062435575994,1.55996955544872
"MSTRG.3294.A",-1.64051539600299,-0.55205480856958,0.121825220115061,1.20555847691289,2.243651431862
"MSTRG.3304.A",-0.953451981220817,-0.591665868016484,0.41855609506929,1.5742664259552,2.41735464976025
"MSTRG.3317.A",-0.541375839942382,-1.13616237717756,0.596926757055078,1.95358065700398,7.26487273402876
"MSTRG.3326.A",0.221652291444873,0.522425720925744,0.892227447621658,1.16865407572238,2.0825686789501
"MSTRG.3328.A",0.205442576106777,-0.548959309834865,-0.181146198221421,-1.04793863067679,-1.4214004578343
"MSTRG.3330.12",-0.760166259714909,-0.500804678457614,0.420862577809563,1.46096229699456,2.58130870046271
"MSTRG.3330.13",-0.338887592462417,0.210754080113022,1.16687872888501,2.32334633287493,3.5225373555206
"MSTRG.3337.5",-0.78875474071995,-0.299128629993169,-0.346973005668646,-1.26743700917806,-0.620653847270386
"MSTRG.3350.1",-0.323429366902685,-0.687395477565288,0.0549388251067294,1.05454814435189,1.81103171218492
"MSTRG.3381.6",1.33276103856455,2.01960496279348,2.21033175532031,2.09389164437894,2.71192922090229
"MSTRG.3404.A",-0.343262842393064,-0.419301107346516,0.0737808782752416,0.868951906165872,1.43278509898027
"MSTRG.3441.5",1.03379864440192,0.738358266915503,1.16427162706192,2.51975667390992,6.45947363962544
"MSTRG.3449.A",-0.035319289685769,0.286720851258511,2.13098415015274,3.32760455308363,3.88313231472798
"MSTRG.3463.3",3.07223650517958,4.42345291311032,6.94541421509714,8.67913987289394,12.2304344225261
"MSTRG.3468.A",0.150581350530926,0.168796768637644,0.970912888530659,1.2552248843032,1.17570185563635
"MSTRG.3472.21",-0.351503023204515,-0.533361110815747,0.140478639883047,0.326955041381591,3.13738373325973
"MSTRG.3479.16",-0.335314005308406,-0.491731083309226,0.287057162780015,0.519594414848877,1.13400836248712
"MSTRG.3583.13",-0.349012637913924,-0.507362192319528,0.876629736535087,1.6162530385524,2.71570859069202
"MSTRG.3602.A",-0.510039202236918,-0.473366181289961,-0.102765025880852,0.603526385224444,1.63545179247805
"MSTRG.3685.A",0.631458141745003,-1.98711044560114,1.17712379565328,3.16955626856507,5.1372188326972
"MSTRG.3735.1",0.372049320498622,1.66938150020341,2.37260413402266,2.69663449818306,4.03248533088665
"MSTRG.3748.1",-0.527915311949831,-0.718394421417443,-0.938985535040661,-1.18886129036553,-1.2353058465002
"MSTRG.3764.1",0.399581034643387,0.786976319548454,2.34997999633194,2.94794869644776,1.93928649308777
"MSTRG.3767.18",-0.603387692234145,-1.32321848293641,-0.404143109508979,-0.89062924116082,-1.92762745502304
"MSTRG.3779.5",-0.390600753107044,-0.358956127381896,-1.10759709015926,-1.40615334306444,-1.13098518347435
"MSTRG.3790.6",-0.6845595833296,-0.77972739456136,-0.710030382802766,-1.27236477927809,-0.80416714662871
"MSTRG.381.32",-0.878082228120475,-1.42637567428322,-0.744951716347966,-0.0681808867678128,-0.0218242001960743
"MSTRG.3834.A",-0.129787487255219,0.0289113390130935,-0.888660609687476,-1.39162343457841,-1.27965956660708
"MSTRG.3857.1",-0.65454258760495,-0.780625318390459,-0.526988371339256,0.810795313227719,2.0664211710268
"MSTRG.3883.21",-1.01819470909182,-0.851741175367706,1.06571312268682,1.73541909167017,2.50673872939367
"MSTRG.3918.A",0.276340784863893,0.62585815454679,0.960660523414343,1.48209732032058,2.23189760072211
"MSTRG.3932.A",-0.5419783181881,0.690250614686341,2.32686164984276,1.90221804852446,1.32913215315537
"MSTRG.398.A",-1.20421622907966,-0.197775580147638,1.5624860838919,2.40487354742896,3.87124627269334
"MSTRG.3984.A",0.723924163471803,1.39069368405141,0.936325516799531,0.509028299827152,0.229714376980929
"MSTRG.3985.27",-0.654725363048788,-0.819103045517723,-1.13204512721177,-0.966455281148232,-0.665853797622836
"MSTRG.4019.A",-0.346806478431747,-0.675858209844429,-1.16549165958208,0.38298538608409,2.651090172982
"MSTRG.4020.13",0.574239691778523,0.350378438064504,1.12164473333326,1.34117110164001,0.478691701133674
"MSTRG.4046.A",-0.424280422688537,-0.723371126530844,0.0863767659227651,0.596138118509674,1.38980278439566
"MSTRG.4090.A",-0.0820215318410305,-0.335145534228784,-0.718477760905168,-1.25418569655022,-0.635772048088187
"MSTRG.4104.5",-1.14429797128828,-0.74767120354387,-0.74352535823034,-0.163191996223971,1.20272628764239
"MSTRG.4106.A",0.254809221890098,0.974566073521138,1.24915039501985,1.0052560829798,1.67155157948853
"MSTRG.4116.1",-1.19126434473869,-0.936581482435477,-0.8381649791937,0.0244581909203234,-0.177830311670389
"MSTRG.4156.6",-0.239945228304441,-0.571084324536231,0.30587406040933,0.684359833969802,1.10930521244109
"MSTRG.4194.26",-0.413267033094947,-0.233345625856778,0.112396222120647,0.848558907286314,1.34373648766661
"MSTRG.4197.A",-0.81067854633497,-1.2015260076151,-1.5919666196227,-0.981136678524466,-0.575308139755142
"MSTRG.4203.B",0.576662707646698,1.16509280366307,2.58941220992056,3.24714988061842,4.27248551322431
"MSTRG.421.2",-0.891581051849732,-0.960093813566631,-1.27936037466946,-0.908928832852459,-1.23179136678342
"MSTRG.4227.34",1.16002029025461,1.54620116521639,1.24909060066428,-0.0569832488294473,0.522976986559985
"MSTRG.4228.18",-1.54262244058062,-0.994674958071328,-0.270159616958217,1.68643220911514,7.2581533262372
"MSTRG.4270.4",-0.158655129525597,-0.105876366233246,1.54819152505404,2.51286175963439,2.25337728780217
"MSTRG.4281.A",-1.1925324543323,-1.3264557616356,-2.18877301254787,-2.15538128116733,-1.56062196693368
"MSTRG.4299.A",-0.823753556338232,-0.932376659562009,-0.878761035669551,-1.18906114104851,-1.27625079647072
"MSTRG.4307.A",-0.815116725410766,-1.23585974915561,0.207635684518097,0.46805801794578,1.19100797086478
"MSTRG.431.32",-0.432977893037128,-0.333101278969127,1.03041430140368,2.51078856630666,3.77001824725785
"MSTRG.4315.7",-0.404961301540165,0.0174860982641949,1.36243666405412,2.18272993016307,2.79459701504743
"MSTRG.4326.1",0.675857925427221,0.661018728248457,0.649219131185088,1.14854516503882,1.10394270824593
"MSTRG.4375.7",-1.05287938629803,-0.847503822344176,-1.08810294678964,-1.9461587856671,-1.81983656655664
"MSTRG.438.A",-0.797900664870575,-0.462583280946511,-1.08662874337186,-2.10859298820011,-2.52625435310147
"MSTRG.4404.10",-0.960099934435569,-0.921108541651332,-0.928625302541101,-1.11252551307017,-0.209240624560806
"MSTRG.442.19",-1.34044276671425,-1.50290757696715,-0.690443105154384,2.70652609436557,4.00189390263328
"MSTRG.4449.30",-1.0222390360898,-0.904685961728002,-0.448292809673356,-0.067323904274295,2.88873805243306
"MSTRG.4457.A",-1.44324721668088,-1.38395246865332,-0.974901381192981,-0.758615767855457,-1.38380826294001
"MSTRG.4472.48",-0.347458516418228,0.259647636729774,1.16781635229796,1.2051455677342,1.59039628033595
"MSTRG.4517.3",-1.44549169581786,-0.274689346152058,2.6558180282935,4.44977131382697,6.97905992273529
"MSTRG.4520.32",-1.00428250741615,-0.726560390607683,-1.40957716597405,-1.48203758910376,-1.97641859032623
"MSTRG.4530.2",-1.90549512189499,-1.72580131500544,-0.691640410866239,-0.53812485127107,1.14997529755297
"MSTRG.4547.28",-0.67037597406549,-0.95718170046494,-1.58246411340465,-2.81458376265501,-3.80266538066792
"MSTRG.4552.A",-0.219619433614481,-0.333133019287339,-0.394943161605244,-0.686977367796776,-1.64447587243704
"MSTRG.4554.2",0.810731666483922,1.25817201297175,1.57130421644898,2.15955174957315,3.39397395445395
"MSTRG.4557.A",0.640190839929952,0.503670892496338,-0.557115825264746,-1.86869840640358,-2.04345829544393
"MSTRG.4560.A",0.240195959178998,0.321445371028279,-0.118441486848962,-0.898892978510827,-1.15175409027348
"MSTRG.4613.8",-0.874353072959335,-1.49159989712517,-0.768657166875831,-0.921869005212932,-1.50142087952607
"MSTRG.4614.3",-1.11954925903957,-0.496328657264655,0.19748983931389,0.0900187420325633,-0.924620298679928
"MSTRG.465.2",-1.05176488800473,-1.56595354627839,-0.933357589673846,-0.274649997191764,0.830695225631361
"MSTRG.4651.2",-0.0993753843416547,1.13235618640747,-0.0835847538078857,-2.16995941575894,-2.67294496754264
"MSTRG.4669.11",-0.204052171269289,-0.0787641228550993,0.271668414510914,0.391428133861447,1.6898666399421
"MSTRG.4678.1",-0.704375331933172,-2.00394171067218,0.203534683240177,0.983493278882433,3.20575141280819
"MSTRG.4717.8",-0.0435482603273874,0.313426780800767,1.13295576502165,1.52154944681592,1.17359851494362
"MSTRG.472.18",-0.810173741689559,-1.02275429727249,-1.29751880938843,-0.995857628050907,-0.439709645672617
"MSTRG.4754.1",-0.580082469644222,-1.11521439582763,0.105560815929387,0.551929427705514,0.791610728430194
"MSTRG.4788.A",-0.746348883615185,-0.561393252014822,-1.44837053182692,-3.33066506304832,-3.29535437596054
"MSTRG.4792.1",-0.0448252483003668,0.126060556463998,0.821620986096955,1.2456610873366,2.08417248661607
"MSTRG.4818.A",-0.497743508025726,-0.6924942537271,-1.48194383837356,-0.782499905031939,-0.162240388179453
"MSTRG.4840.A",0.0423173540524948,1.79460982096817,3.14162877027344,4.74324443267229,7.44643393149003
"MSTRG.4869.7",-0.905981097814929,-0.470611940186383,-0.339397879879175,-1.0147884167864,-0.5819974101304
"MSTRG.4875.A",-0.0533880595348962,-0.316126721777284,0.237032915463872,1.25083135503246,2.75854383375624
"MSTRG.488.A",-0.00467795930932742,-0.424385260028283,0.0940030850395127,0.742390912620666,1.60112768326297
"MSTRG.4888.A",0.589661300200292,0.520267372682898,0.542387874913834,0.354141885621673,1.45756575699439
"MSTRG.4890.3",-0.0964323635766417,0.221948549525684,-0.740687673821726,-1.02641818418249,-1.09942273058697
"MSTRG.490.A",-1.69503431398542,-1.56209066969212,-0.999196424458116,-0.698550290715067,0.178023912990994
"MSTRG.4901.A",-0.574377326529305,-1.39533683066637,-0.548298760788102,-0.238950586247062,-0.122512385939348
"MSTRG.4903.2",0.140520830838876,-0.206744439212007,0.0911201528463872,1.24156305176516,2.81688540722793
"MSTRG.4917.55",0.300695823275901,0.561903060167997,-0.313216173737364,-1.30359555108587,-0.847989512168552
"MSTRG.4940.C",-0.853265685170499,-0.415878820065218,-0.094480372642103,-2.30262093834694,-1.73247885390433
"MSTRG.4947.6",-0.572751698227441,0.0764880802206317,-1.1623009016399,-2.6355292345828,-2.88029640170074
"MSTRG.5048.10",-0.154155198082069,-0.690341956939551,1.41305321867896,2.31704501351206,1.87139371887756
"MSTRG.5053.4",0.526989750851826,0.495247244780745,1.46737297239952,1.77900303321862,2.11257952286815
"MSTRG.5069.14",-0.755763145168806,-1.03683002353217,-0.346250255137129,-0.0558901205184226,-0.414881066250944
"MSTRG.507.56",0.0192194854840057,0.111786922680087,-0.377030390555899,-1.07656909895909,-0.977013887215036
"MSTRG.5083.A",-1.88760016560339,-0.388479834316973,0.112649494184462,2.00683707811639,3.32363487149345
"MSTRG.5085.A",0.815237964686263,0.513154017825184,2.47868552487096,3.0546844279561,4.99459525105191
"MSTRG.5088.1",0.258384097406231,0.286584711603688,0.961019437710405,1.35935549595755,0.686416675212634
"MSTRG.512.A",-0.348417373607303,-1.4134075631997,-0.107801007234835,0.416055141285838,1.16734405688254
"MSTRG.5137.A",-0.339472401926331,-0.102116967973042,-0.647788604749824,-1.54462846226556,-1.59616361201445
"MSTRG.5137.B",-0.863348757784374,-0.488318130343431,-1.32646569811099,-1.80972391572132,-2.19194803586935
"MSTRG.5138.2",-0.0455559911489285,-0.131861480605486,-0.272133283203867,0.503437884780797,1.95775320444656
"MSTRG.514.A",-0.644272829872883,-0.613696441693301,-0.486920825312943,-1.06406488528724,-1.0064410276966
"MSTRG.5152.56",-0.353201602069684,0.327253163733792,0.96145978784574,2.28058260942358,3.71294411806153
"MSTRG.5210.A",0.0569591497306878,0.617695261570988,0.192022638798351,1.43843516605098,5.54495353524024
"MSTRG.5212.31",-0.728706982682051,-1.04650139115384,-1.02979024438937,-1.21824519104419,-0.499918896688743
"MSTRG.5231.A",-1.08168166611539,-1.11852911010629,0.275971847948749,0.546711012546131,0.238236449951232
"MSTRG.5243.A",0.0277253283813158,-0.0767055328211157,-0.906661117054655,-2.88723732751893,-3.42275665339569
"MSTRG.5266.56",-0.771709568321095,-1.36731694052734,-1.41987210397769,-0.841565397770818,0.186501936177888
"MSTRG.5274.A",-1.06950678920498,-0.831350337745147,-0.847154435304232,-0.561419929231232,-0.201963601854122
"MSTRG.5291.A",-0.553631655418268,-0.251465857156082,-1.13305268310652,-0.673511028871949,1.82360097601848
"MSTRG.5299.68",-1.13178970523266,-1.02533428345697,0.130425775283717,1.26659423063795,2.06063833432683
"MSTRG.5305.A",-0.600373106596131,-1.02865578734756,-0.115553445204074,0.484049564815134,0.758633024147445
"MSTRG.5328.A",-1.17190393769413,-1.42329689580785,-0.810884063466533,0.0394447215655063,0.113136792619145
"MSTRG.539.A",-0.112112559754154,0.0323825577041351,0.388423306009757,0.952043817680736,1.30160899723412
